position,scope,method,n,population_n,forecast_covered_n,zero_outcome_n,spearman,rate_spearman,rate_mae,mean_bias,points_mae,season_mean_bias,tier_rank,predicted_top_n,actual_top_n,tier_hits,tier_precision,tier_recall,tier_hit_rate,replacement_rank,predicted_replacement_points,actual_replacement_points,vorp_mae,vorp_spearman
RB,starter_depth_tier_1,carry_forward,35,180,154,0,0.3117865404382422,,,,75.79371428571429,7.392571428571432,24,24,24,17,0.7083333333333334,0.7083333333333334,0.7083333333333334,25,108.2,121.9,76.90628571428572,0.3117865404382422
RB,starter_depth_tier_1,availability_adjusted,35,180,154,0,0.38364031188694764,,,,72.11646842839701,30.194480027908607,24,24,24,18,0.75,0.75,0.75,25,148.16153846153847,121.9,68.22087345194488,0.38364031188694764
RB,starter_8plus_games,model,31,180,154,0,0.2937796163735188,0.41113015633878164,2.9393582276333374,-0.994913397641112,54.97878126848919,0.7281941002064986,24,24,24,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,25,125.6102112994408,121.9,54.78555162627412,0.2937796163735188
RB,starter_8plus_games,carry_forward,31,180,154,0,0.2623248324653041,,,,71.85741935483873,-4.027741935483867,24,24,24,19,0.7916666666666666,0.7916666666666666,0.7916666666666666,25,97.2,121.9,73.2941935483871,0.2623248324653041
RB,starter_8plus_games,availability_adjusted,31,180,154,0,0.3387438267038515,,,,67.50144284926544,20.170165622907565,24,24,24,19,0.7916666666666666,0.7916666666666666,0.7916666666666666,25,120.1,121.9,67.86273317184609,0.3387438267038515
WR,all_eligible,model,307,307,267,79,0.7811981467994319,0.7672083600736997,1.6293400839359802,-0.696667607226701,24.679058453653077,-5.628736801151813,36,36,36,25,0.6944444444444444,0.6944444444444444,0.6944444444444444,37,105.40060714499633,144.2,44.76212290373798,0.7811875097119431
WR,all_eligible,carry_forward,307,307,267,79,0.6146559638527626,,,,28.298306188925082,-3.123973941368077,36,36,36,24,0.6666666666666666,0.6666666666666666,0.6666666666666666,37,138.5,144.2,30.24586319218241,0.6146964923647136
WR,all_eligible,availability_adjusted,307,307,267,79,0.6115084177361841,,,,34.01542948925848,8.01644418303376,36,36,36,25,0.6944444444444444,0.6944444444444444,0.6944444444444444,37,164.10666666666668,144.2,38.613953938027244,0.611547123825798
WR,forecast_covered,model,267,307,267,55,0.8223679050685136,0.8140214058643861,1.7192421380763485,-0.6468434476278517,26.599516648956907,-4.695214224545343,36,36,36,25,0.6944444444444444,0.6944444444444444,0.6944444444444444,37,105.40060714499633,141.5,44.11834143856602,0.822397233461993
WR,forecast_covered,carry_forward,267,307,267,55,0.6145230070500969,,,,30.760973782771536,-1.8152059925093627,36,36,36,24,0.6666666666666666,0.6666666666666666,0.6666666666666666,37,138.5,141.5,31.652359550561798,0.6145764000794712
WR,forecast_covered,availability_adjusted,267,307,267,55,0.6101688620889589,,,,37.33459495581406,10.994188629930205,36,36,36,25,0.6944444444444444,0.6944444444444444,0.6944444444444444,37,164.10666666666668,141.5,40.490326562950166,0.6102195594480522
WR,starter_depth_tier_1,model,77,307,267,0,0.7073452862926546,0.746910983753089,2.5744258819852486,-0.8810459812800405,44.636405920093296,-7.08434353046113,36,36,36,28,0.7777777777777778,0.7777777777777778,0.7777777777777778,37,99.88641762904858,125.76,48.691466205242406,0.7073452862926546
WR,starter_depth_tier_1,carry_forward,77,307,267,0,0.7233030127766968,,,,42.959740259740265,11.18935064935065,36,36,36,28,0.7777777777777778,0.7777777777777778,0.7777777777777778,37,136.12,125.76,41.17324675324676,0.7233030127766968
WR,starter_depth_tier_1,availability_adjusted,77,307,267,0,0.7472790367527209,,,,50.91924544683311,33.926910400926644,36,36,36,26,0.7222222222222222,0.7222222222222222,0.7222222222222222,37,157.39166666666665,125.76,43.49765999765025,0.7472790367527209
WR,starter_8plus_games,model,75,307,267,0,0.7293598862019915,0.7466287339971549,2.541351788630204,-0.9140613406326565,43.28158304755475,-9.818386388347797,36,36,36,28,0.7777777777777778,0.7777777777777778,0.7777777777777778,37,99.69392825653443,125.76,46.813846151320135,0.7293598862019915
WR,starter_8plus_games,carry_forward,75,307,267,0,0.7398577524893315,,,,41.542666666666676,8.925066666666668,36,36,36,28,0.7777777777777778,0.7777777777777778,0.7777777777777778,37,133.7,125.76,40.16693333333333,0.7398577524893315
WR,starter_8plus_games,availability_adjusted,75,307,267,0,0.762076813655761,,,,49.04130353054352,31.59583955007955,36,36,36,26,0.7222222222222222,0.7222222222222222,0.7222222222222222,37,153.13076923076923,125.76,42.34782856106856,0.762076813655761
TE,all_eligible,model,169,169,138,35,0.7647719897436083,0.7434006456676462,1.1475859922414742,0.0642084296232091,18.483069977252967,3.6053463815984306,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,101.30883942640315,110.8,23.584150211504156,0.7647719897436083
TE,all_eligible,carry_forward,169,169,138,35,0.6768182151191948,,,,18.579289940828403,-0.7260355029585801,12,12,12,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,13,111.7,110.8,18.797633136094674,0.6768182151191948
TE,all_eligible,availability_adjusted,169,169,138,35,0.663817823202523,,,,21.58622111698295,5.138532459486601,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,122.30000000000001,110.8,24.861107542194826,0.663817823202523
TE,forecast_covered,model,138,169,138,18,0.725650804989103,0.7208587083765723,1.341607074482266,0.14240203635201992,22.13506395765037,4.915243032537208,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,101.30883942640315,110.8,26.625072827949907,0.725650804989103
TE,forecast_covered,carry_forward,138,169,138,18,0.6286433547181889,,,,22.252898550724634,-0.389130434782609,12,12,12,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,13,111.7,110.8,22.318115942028985,0.6286433547181889
TE,forecast_covered,availability_adjusted,138,169,138,18,0.6088948978328037,,,,25.935299773696514,6.792840475748083,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,122.30000000000001,110.8,27.36251575819511,0.6088948978328037
TE,starter_depth_tier_1,model,39,169,138,0,0.6787449392712551,0.7469635627530364,1.5969424973682544,-0.22750480043696306,29.828445260789767,0.18281829107756736,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,95.19570534834511,93.0,29.760888056451442,0.6787449392712551
TE,starter_depth_tier_1,carry_forward,39,169,138,0,0.6888000413700103,,,,29.484615384615388,3.4076923076923102,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,102.5,93.0,29.723076923076924,0.6888000413700103
TE,starter_depth_tier_1,availability_adjusted,39,169,138,0,0.6386639676113361,,,,34.457582574121034,15.343919570458032,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,116.0,93.0,34.65076375191761,0.6386639676113361
TE,starter_8plus_games,model,37,169,138,0,0.7041251778093883,0.7470365101944049,1.5792023637316865,-0.34386370692786716,28.122460900414886,-3.1256323919844555,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,92.90395938486705,93.0,28.125056592715772,0.7041251778093883
TE,starter_8plus_games,carry_forward,37,169,138,0,0.6825914302785683,,,,29.12162162162162,1.635135135135136,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,102.5,93.0,29.886486486486486,0.6825914302785683
TE,starter_8plus_games,availability_adjusted,37,169,138,0,0.677809388335704,,,,32.05279724779725,11.905963270963268,12,12,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,13,115.28125,93.0,33.36368416493417,0.677809388335704
