player_id,position,season,fantasy_pts,fantasy_pts_low_raw,fantasy_pts_low,fantasy_pts_high,fantasy_low_floor_applied,pg_attempts,pg_carries,pg_completions,pg_interceptions,pg_passing_tds,pg_passing_yards,pg_receiving_tds,pg_receiving_yards,pg_receptions,pg_rushing_tds,pg_rushing_yards,pg_targets,any_stat_low_n_flag,any_stat_constraint_applied,any_receiving_share_capped,any_receiving_share_normalized,display_name,team,source,low_confidence,rookie_tier,team_changed,roster_status,depth_rank,role,formation_role,depth_chart_status,projected_games,projected_games_raw,projection_run_id,composition_version,concentration_scale,concentration_calibration_version,role_discount_factor,role_discount_applied,nfl_depth_rank,projected_volume_games,athletic_tier,target_depth_rank,rookie_depth_band,rookie_vacancy_scale,rookie_id_unresolved,rookie_availability_cell_n,rookie_availability_fallback_used,team_pass_attempts_pg_pred,team_passing_yards_pg_pred,team_carries_pg_pred,team_rushing_yards_pg_pred,team_anchor_source_season,team_anchor_lag_team,team_anchor_provenance,td_rate_clip_applied,sentiment_score,sentiment_feature,sentiment_confidence,sentiment_coverage,sentiment_as_of,sentiment_claim_count,sentiment_source_count,sentiment_model_active,sentiment_version,fantasy_pts_season,fantasy_pts_season_low,fantasy_pts_season_high
00-0038542,RB,2026,15.231997742725769,8.146119596027203,8.146119596027203,22.073209797249824,False,,13.782719950379944,,,,,0.2063491341387716,25.734478974360137,3.8547405287802303,0.4607639107233274,67.28501311727045,4.678392058804827,False,False,False,False,Bijan Robinson,ATL,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.856808487964193,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,33.11019223657139,223.68381617318363,27.58350153561096,121.08084842723764,2025.0,ATL,canonical_source_team_frame,False,78.0,1.0670725834326167,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,253.84261078073996,134.78739769772255,368.42783886549597
00-0033119,QB,2026,15.022781733173344,5.065301987387348,5.065301987387348,21.072953309511885,False,29.118114876542915,2.2700206264855733,18.87628166659472,0.5719387030849435,1.5298364149071433,214.74513070961464,,,,0.0879750692294812,9.296578359531852,,False,False,False,False,Jacoby Brissett,ARI,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.779722233164795,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,36.21537296296883,240.75211132429325,24.991541448852136,107.82682362857648,2025.0,ARI,canonical_source_team_frame,False,40.0,0.389137256290104,0.75,medium,2026-08-24,1,1,False,markdown_market_v1,274.863442027455,114.20909216963067,363.5004869171715
00-0033280,RB,2026,14.94987766543316,8.413500937173104,8.413500937173104,21.349076547235036,False,,14.385870407003951,,,,,0.1790138162652156,30.78208518370598,3.892410696222033,0.4940017099204954,58.8737064183728,5.068153505807363,False,False,False,False,Christian McCaffrey,SF,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.846373384486371,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,34.25083482490253,240.1256936965456,26.958300492590134,112.8835201485632,2025.0,SF,canonical_source_team_frame,False,40.0,0.4522003612815506,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1,256.8234189117873,144.77035836177646,366.7290876400074
00-0035710,QB,2026,14.712496756485997,4.463276132125251,4.463276132125251,20.99781563991582,False,24.13252564323646,3.58124640600642,16.407122442206052,0.5987211062014532,1.3770438119525028,182.7847654110768,,,,0.3168451004604231,11.89302501873282,,False,False,False,False,Daniel Jones,IND,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,12.295582765638772,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.82190844602341,234.02468664293764,26.51465853299865,117.43030699843813,2025.0,IND,canonical_source_team_frame,False,46.0,0.41708404849898556,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1,215.752983346507,80.99365992011059,290.533574909529
00-0033106,QB,2026,14.606048232181594,5.485240730520856,5.485240730520856,20.42444272153277,False,30.29022659889425,1.4196505838983542,19.491649839411966,0.5874455222458593,1.5994174846338385,222.85537558177293,,,,0.0299414120842387,2.894058423616088,,False,False,False,False,Jared Goff,DET,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,15.174676628525294,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.93703078284322,246.2148467705308,26.80245988676499,118.24421493778569,2025.0,DET,canonical_source_team_frame,False,-85.0,-1.5633583242124056,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1,259.04968669528904,115.95461885334169,341.7836688189235
00-0039040,RB,2026,14.486672699978822,7.830606305995605,7.830606305995605,20.970217366996295,False,,12.24860061029758,,,,,0.1926480648695759,28.18966078557801,3.972721958775952,0.4075616457519007,60.80087378304184,4.555422318378727,False,False,False,False,De'Von Achane,MIA,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,15.40255216437147,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,32.36223621091209,214.6126867270503,26.74474106089619,118.31799054444193,2025.0,MIA,canonical_source_team_frame,False,10.0,0.18465910147786754,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1,237.23149694346242,126.88640056303268,344.1366862587472
00-0038543,WR,2026,14.468552072421272,11.672896902905446,11.672896902905446,17.96261971497384,False,,,,,,,0.5218810408392826,80.19031290041046,6.63646907468906,,,9.503634827446792,False,False,False,False,Jaxon Smith-Njigba,SEA,veteran_model,False,,False,ACT,1.0,starter,LWR,curated,17.0,15.276008257434786,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,32.23055547607071,233.1588091163081,27.961458857752422,119.77956467483948,2025.0,SEA,canonical_source_team_frame,False,71.0,0.956352901966662,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,244.7912348433606,197.22249848928018,305.11677636422155
00-0035228,QB,2026,14.22843793644049,3.6862273542322024,3.6862273542322024,20.514721497040593,False,28.75250474365632,4.5899916738167175,17.266847948731787,0.4666215304345967,0.9558213864291732,183.6858953109654,,,,0.2350828737127637,25.804623968777904,,False,False,False,False,Kyler Murray,MIN,veteran_model,False,,True,ACT,1.0,starter,,curated,17.0,12.19517465234694,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.31986938890707,212.12724988326613,25.99228043038729,113.38707277968209,2025.0,MIN,canonical_source_team_frame,False,91.0,1.1321855346957574,0.8333333333333333,high,2026-08-24,2,2,False,markdown_market_v1,243.63627588419092,82.45661830322551,333.4227685725355
00-0036442,QB,2026,14.020345795454164,5.284791871780425,5.284791871780425,19.946533153324854,False,30.387954173959443,2.0136794674652294,18.998765774410725,0.5395108921420583,1.4978917328947503,203.4539787344203,,,,0.046503731967124,6.906191069797209,,False,False,False,False,Joe Burrow,CIN,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,15.41035766445714,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,35.76282862419232,238.6281952536197,25.12248933429627,107.39911528359622,2025.0,CIN,canonical_source_team_frame,False,-31.0,-0.3828905165235793,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,236.04410383222535,106.41133287588444,317.71169292488906
00-0040691,QB,2026,14.008369726785373,3.304817526775456,3.304817526775456,20.674356697713037,False,21.567750522742543,4.454417240336233,12.984547990761437,0.4304220471501441,0.8637086409623436,148.90187112577388,,,,0.4454417240336233,27.85654068003593,,False,False,False,False,Jaxson Dart,NYG,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.845830872017132,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.24864013753459,223.72476972874463,27.99474579779997,122.73497314685248,2025.0,NYG,canonical_source_team_frame,False,73.0,0.8355702826923564,0.8333333333333333,high,2026-08-24,2,2,False,markdown_market_v1,257.8547458958582,82.80364736639206,361.3593710186104
00-0036900,WR,2026,13.895192147045565,11.172974434406079,11.172974434406079,17.389259789598132,False,,,,,,,0.5533691950094619,77.9694567151863,5.556062610940326,,,8.788088149819535,False,False,False,False,Ja'Marr Chase,CIN,veteran_model,False,,False,ACT,1.0,starter,LWR,curated,17.0,14.821323849985628,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,35.76282862419232,238.6281952536197,25.12248933429627,107.39911528359622,2025.0,CIN,canonical_source_team_frame,False,-80.0,-1.1724727976008509,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,238.5763512798712,191.7012504247474,298.71145512651685
00-0039075,WR,2026,13.79566232472029,11.020343385975316,11.020343385975316,17.289729967272855,False,,,,,,,0.5220482774797558,74.94730688114744,6.33728394345402,,,8.480843342101684,False,False,False,False,Puka Nacua,LA,veteran_model,False,,False,ACT,2.0,starter,RWR,curated,17.0,15.582508175082534,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,34.82297755064974,249.39921534190285,26.611874443882616,121.4158089351876,2025.0,LA,canonical_source_team_frame,False,76.0,1.0229340162448466,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,229.812108774998,183.93236322266173,287.1315203385837
00-0037248,RB,2026,13.348899136557815,6.263930237846986,6.263930237846986,20.312058479430316,False,,14.75529555572288,,,,,0.0587052152963991,17.08111495187049,2.285443948758091,0.5483314087134207,68.55845922932801,2.901065620456504,False,False,False,False,James Cook,BUF,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.857494511166168,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,33.212884173930405,232.0006812309425,28.02188237819293,133.5452190763655,2025.0,BUF,canonical_source_team_frame,False,-8.0,-0.22542768767600363,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1,226.5973810815224,106.35401059999444,344.6787391660839
00-0032764,RB,2026,13.2775408643538,5.904500908779798,5.904500908779798,20.60117380275134,False,,15.268308236666506,,,,,0.0256511367718696,11.69975468034562,1.6224312511394832,0.5862570748194368,76.24900501201657,1.9585681638406327,False,False,False,False,Derrick Henry,BAL,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.593022907295229,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,31.37799975249296,213.6518141922886,28.079230857805165,132.67231187281823,2025.0,BAL,canonical_source_team_frame,False,2.0,0.09240459486099625,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,223.53177654118818,99.51357910427127,345.3888277508747
00-0036223,RB,2026,13.14230526192701,6.184793119328202,6.184793119328202,19.919876538643326,False,,15.618338326556392,,,,,0.097339650414719,16.249180051312422,2.130130036167967,0.561306182373318,65.00447241983562,2.9836190967156524,False,False,False,False,Jonathan Taylor,IND,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.261735334358304,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,concentration_v1_full_board,1.0,False,1.0,17.0,,,,,,,,33.82190844602341,234.02468664293764,26.51465853299865,117.43030699843813,2025.0,IND,canonical_source_team_frame,False,70.0,0.7604573222052602,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1,233.5531109324005,110.66595460160693,354.53721748724337
00-0039163,QB,2026,13.123433388665044,3.816110698888762,3.816110698888762,19.505649970930005,False,28.619441824494004,2.722878872091824,17.48336135366122,0.6027991621554576,1.21968632037408,190.5195493945316,,,,0.1160319228779114,11.33312918430905,,False,False,False,False,C.J. Stroud,HOU,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.784791211476522,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,34.32483042096658,230.71531420889468,27.03402673302534,113.94163263281224,2025.0,HOU,canonical_source_team_frame,False,67.0,0.7155037044821214,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,229.97939922135453,87.24933735750308,320.99195271059796
00-0034869,QB,2026,13.078349940039644,4.299779799172191,4.299779799172191,19.268069843665753,False,25.707641475523005,1.3686207402133268,16.57157855261698,0.4595061083940071,1.4142222348966895,195.70487248329812,,,,0.0342484004026428,3.067879154931184,,False,False,False,False,Sam Darnold,SEA,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.45130991766501,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,32.23055547607071,233.1588091163081,27.961458857752422,119.77956467483948,2025.0,SEA,canonical_source_team_frame,False,-40.0,-0.50057107752779,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,215.6810566060689,88.6856081469022,298.0782198140793
00-0026498,QB,2026,13.052531209691706,4.526409541396459,4.526409541396459,19.08812853731522,False,31.946312926161884,1.3564823860158997,21.19529581567708,0.7486629325169826,1.3320680791793904,220.75424332620403,,,,0.0395502161091071,1.5411372830530383,,False,False,False,False,Matthew Stafford,LA,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.559418370926062,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,34.82297755064974,249.39921534190285,26.611874443882616,121.4158089351876,2025.0,LA,canonical_source_team_frame,False,-97.0,-2.218354184787019,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1,232.20252995413688,103.35684867894814,320.28478623208287
00-0034855,QB,2026,12.938270509138077,3.249260865179976,3.249260865179976,19.220468154513565,False,28.1175874215422,2.6415029749592325,17.01372736941063,0.6139150375071715,1.0865911246158542,185.016716713707,,,,0.1271886012223127,16.55935809806845,,False,False,False,False,Baker Mayfield,TB,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,14.111791077709055,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,33.55035103578723,223.7141596661014,27.73776146084954,117.79149136744992,2025.0,TB,canonical_source_team_frame,False,-1.0,-0.10664005619023088,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,236.59611024894934,81.80913437143421,330.14882826568066
00-0039910,QB,2026,12.648159516390802,2.3239229282349227,2.3239229282349227,19.396042252961955,False,22.833864521983912,5.9414626217075,14.934045215314,0.4958237032044675,0.8624887228343284,151.465146247807,,,,0.2011793584800882,29.24170030669615,,False,False,False,False,Jayden Daniels,WAS,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,11.04053840293722,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,32.67144533753111,214.92336904810367,27.29070180650144,124.16028766147345,2025.0,WAS,canonical_source_team_frame,False,64.0,0.6234232751745991,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,232.0704517348033,67.61312166175922,333.47998354368855
00-0036264,QB,2026,12.621214973108124,3.6838792084796923,3.6838792084796923,19.08491574792752,False,25.5545390485392,2.242356033613751,15.821298004137644,0.5726777389689693,1.2619986435609336,179.36896213005008,,,,0.0791066787321812,10.691773192072372,,False,False,False,False,Jordan Love,GB,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.954106580460104,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,32.64024951982665,227.6640713446097,27.556451830260983,118.45985840964596,2025.0,GB,canonical_source_team_frame,False,52.0,0.4776733566477455,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,214.4276421304201,82.57587337783878,303.62867399041716
00-0034796,QB,2026,12.52956756285678,2.6804509282127102,2.6804509282127102,19.19107592900339,False,23.27111048390881,4.505757534866991,14.865952267619866,0.3580235447671944,0.924072691381014,164.3780360322704,,,,0.132264046622744,21.806181658398327,,False,False,False,False,Lamar Jackson,BAL,veteran_model,False,,False,ACT,1.0,starter,,curated,17.0,13.3877954160184,0b8c9cb1-e3ed-4936-88ef-94b51df10e96,healthy17_qbroom_concentration_v1,1.0,not_applicable,1.0,False,1.0,17.0,,,,,,,,31.37799975249296,213.6518141922886,28.079230857805165,132.67231187281823,2025.0,BAL,canonical_source_team_frame,False,76.0,0.875998566766497,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1,232.56760744669515,74.18797434117216,335.933900670164
