player_id,display_name,team,position,season,text_sentiment_raw,text_sentiment_z,text_confidence,sentiment_label,sentiment_source_ref,sentiment_parse_method,market_ecr,market_adp,market_gap_raw,market_gap_z,market_confidence,raw_sentiment_z,sentiment_residual_z,sentiment_score,sentiment_feature,sentiment_confidence,sentiment_coverage,sentiment_as_of,sentiment_claim_count,sentiment_source_count,sentiment_model_active,sentiment_version
00-0036389,Jalen Hurts,PHI,QB,2026,1.0,0.7588021044111695,0.75,Strongly positive,philadelphia-eagles-player-sentiment-2026-08-24.md:11,table,58.31,79.4,21.090000000000003,0.48089511553770425,0.3333333333333333,0.6732922616808725,0.9262573854423787,70.0,0.7718811545353155,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0041027,Jeremiyah Love,ARI,RB,2026,0.55,0.0,0.75,"Positive upside, meaningful near-term risk",arizona_cardinals_fantasy_sentiment_summary_2026-08-24.md:25,table,40.21,29.4,-10.810000000000002,-0.2210276273126267,0.3333333333333333,-0.06800850071157745,-0.22794329115616366,-4.0,-0.18995274263013637,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0038542,Bijan Robinson,ATL,RB,2026,1.0,1.214083367057871,0.75,Very bullish [cite:1],falcons_player_sentiment_2026.md:22,table,3.71,2.3,-1.4100000000000001,0.6725894465534761,0.3333333333333333,1.0474698530565187,1.28048710011914,78.0,1.0670725834326167,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0033119,Jacoby Brissett,ARI,QB,2026,0.8,0.421556724672872,0.75,Strong positive,arizona_cardinals_fantasy_sentiment_summary_2026-08-24.md:19,table,191.31,,,,0.0,0.421556724672872,0.5188496750534711,40.0,0.3891372562901033,0.75,medium,2026-08-24,1,1,False,markdown_market_v1
00-0033280,Christian McCaffrey,SF,RB,2026,0.8,0.6744907594765951,0.62,"Still viewed as elite and decisive, with minor tightness managed conservatively",49ers_fantasy_sentiment_summary_2026-08-24.md:19,bullet,10.22,6.6,-3.620000000000001,0.4624943685487859,0.3333333333333333,0.6003661472640743,0.6056254838592195,40.0,0.45220036128155056,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0035710,Daniel Jones,IND,QB,2026,1.0,0.7588021044111695,0.62,"Consistent praise for recovery, preparation, accuracy, command and daily progress",colts_player_sentiment_summary.md:6,bullet,153.68,167.2,13.519999999999982,-0.18829165369399214,0.3333333333333333,0.42765044073803604,0.5585947078111405,46.0,0.4170840484989849,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0033106,Jared Goff,DET,QB,2026,0.15,-0.6744907594765952,0.62,Neutral-positive,detroit_lions_fantasy_sentiment_summary.md:24,bullet,107.15,101.0,-6.150000000000006,-1.9271164556474165,0.3333333333333333,-1.1124717721237354,-2.093783469927327,-85.0,-1.563358324212404,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0039040,De'Von Achane,MIA,RB,2026,0.8,0.6744907594765951,0.62,Clear centerpiece,miami_dolphins_player_sentiment_feb17_2026.md:8,bullet,22.2,11.7,-10.5,-0.1915572770042763,0.3333333333333333,0.3716767607070596,0.247311296622144,10.0,0.1846591014778675,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0038543,Jaxon Smith-Njigba,SEA,WR,2026,1.0,1.214083367057871,0.75,Very positive,Seattle_Seahawks_Coachspeak_Sentiment_Feb17-Aug23_2026.md:13,table,4.77,5.2,0.4300000000000006,0.5991587241142311,0.3333333333333333,1.0248757846136742,1.1476234823599976,71.0,0.9563529019666646,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0035228,Kyler Murray,MIN,QB,2026,1.0,0.7588021044111695,0.75,Very positive,minnesota_vikings_player_sentiment_2026.md:17,table,112.34,137.4,25.060000000000002,0.83184247007533,0.3333333333333333,0.781276063077065,1.3586226416349074,91.0,1.1321855346957561,0.8333333333333333,high,2026-08-24,2,2,False,markdown_market_v1
00-0036442,Joe Burrow,CIN,QB,2026,0.55,0.0,0.75,Bullish/secure: normal starter management in preseason.,bengals_player_sentiment_since_2026-02-17.md:12,table,46.79,57.3,10.509999999999998,-0.4543751643131982,0.3333333333333333,-0.13980774286559944,-0.459468619828295,-31.0,-0.38289051652357914,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040691,Jaxson Dart,NYG,QB,2026,1.0,0.7588021044111695,0.75,Strongly bullish,Giants_player_sentiment_update_2026-08-24.md:18,table,97.98,120.4,22.42,0.5984668992996796,0.3333333333333333,0.7094681951460956,1.0026843392308264,73.0,0.8355702826923553,0.8333333333333333,high,2026-08-24,2,2,False,markdown_market_v1
00-0036900,Ja'Marr Chase,CIN,WR,2026,0.15,-1.0791852151625523,0.75,"Neutral-to-positive: starter preseason usage confirmed, without new substantive role notes.",bengals_player_sentiment_since_2026-02-17.md:21,table,1.51,3.9,2.3899999999999997,0.7046235736215408,0.3333333333333333,-0.5303209724597544,-1.4069673571210244,-80.0,-1.1724727976008535,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0039075,Puka Nacua,LA,WR,2026,1.0,1.214083367057871,0.75,"Elite positive, injury caution",los-angeles-rams-player-sentiment-feb-17-2026.md:12,table,3.47,3.0,-0.4700000000000002,0.5507309870955684,0.3333333333333333,1.0099749424540858,1.2275208194938192,76.0,1.0229340162448493,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0037248,James Cook,BUF,RB,2026,0.55,0.0,0.62,"positive, workload caveat",bills_player_sentiment_since_2026-02-17.md:12,bullet,17.7,9.2,-8.5,-0.0014259846923395793,0.3333333333333333,-0.0004985960462725802,-0.30191208170893347,-8.0,-0.22542768767600363,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0032764,Derrick Henry,BAL,RB,2026,1.0,1.214083367057871,0.75,Very bullish,ravens-player-sentiment-feb-17-2026.md:15,table,38.26,9.7,-28.56,-1.9084428465810648,0.3333333333333333,0.2533060705535831,0.1108855138331955,2.0,0.09240459486099624,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0036223,Jonathan Taylor,IND,RB,2026,1.0,1.214083367057871,0.62,Viewed as the offensive bell cow and one of the league’s best,colts_player_sentiment_summary.md:7,bullet,12.69,6.0,-6.6899999999999995,0.1706428348499632,0.3333333333333333,0.8492440201320292,1.0184696279534733,70.0,0.76045732220526,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0039163,C.J. Stroud,HOU,QB,2026,1.0,0.7588021044111695,0.75,Very positive,texans_fantasy_sentiment_summary_2026-08-24.md:20,table,143.55,162.8,19.25,0.31823941469406886,0.3333333333333333,0.6232443537289847,0.8586044453785447,67.0,0.7155037044821205,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0034869,Sam Darnold,SEA,QB,2026,0.55,0.0,0.75,Positive,Seattle_Seahawks_Coachspeak_Sentiment_Feb17-Aug23_2026.md:12,table,142.12,148.7,6.579999999999984,-0.8017865253542245,0.3333333333333333,-0.2467035462628383,-0.6006852930333476,-40.0,-0.5005710775277896,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0026498,Matthew Stafford,LA,QB,2026,0.0,-0.9274247942803184,0.62,Managed camp workload is framed as veteran preservation rather than a performance or durability alarm,los-angeles-rams-player-sentiment-feb-17-2026.md:31,bullet,104.27,78.3,-25.97,-3.0,0.3333333333333333,-1.6521014396368503,-2.9710100689111836,-97.0,-2.218354184787017,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0034855,Baker Mayfield,TB,QB,2026,0.55,0.0,0.75,Positive,tampa_bay_buccaneers_fantasy_sentiment_2026.md:24,table,118.52,135.7,17.179999999999993,0.13525175124497868,0.3333333333333333,0.04161592345999344,-0.12796806742827724,-1.0,-0.10664005619023102,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0039910,Jayden Daniels,WAS,QB,2026,1.0,0.7588021044111695,0.75,Very bullish,Washington_Commanders_Player_Sentiment_2026-02-17_to_2026-08-24.md:15,table,54.35,70.0,15.649999999999999,0.0,0.3333333333333333,0.5253245338231173,0.7481079302095179,64.0,0.6234232751745983,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0036264,Jordan Love,GB,QB,2026,0.55,0.0,0.75,"Bullish: praised for leadership, confidence, growth, and command of the offense.",packers_player_sentiment_summary.md:16,table,119.39,151.8,32.41000000000001,1.4815812750757211,0.3333333333333333,0.4558711615617604,0.573208027977294,52.0,0.47767335664774496,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0034796,Lamar Jackson,BAL,QB,2026,1.0,0.7588021044111695,0.75,Very bullish,ravens-player-sentiment-feb-17-2026.md:14,table,33.52,56.8,23.279999999999994,0.6744907594765952,0.3333333333333333,0.7328601521236081,1.0511982801197954,76.0,0.8759985667664961,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040676,Cam Ward,TEN,QB,2026,1.0,0.7588021044111695,0.75,Very positive,tennessee-titans-fantasy-sentiment-feb-aug-2026.md:12,table,157.79,167.4,9.610000000000014,-0.533935017986714,0.3333333333333333,0.3610368359810515,0.4106825818918452,19.0,0.342235484909871,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040743,Tyler Shough,NO,QB,2026,1.0,0.7588021044111695,0.75,Very bullish,saints_fantasy_sentiment_update_2026-08-24.md:13,table,123.88,139.6,15.719999999999999,0.0061879886190513616,0.3333333333333333,0.527228530321287,0.7066559263667375,61.0,0.5888799386389478,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0038120,Breece Hall,NYJ,RB,2026,0.55,0.0,0.62,"Staff views him as a rare, bellcow-caliber back and premium receiver, but a groin strain creates short-term availability risk",jets_fantasy_sentiment_summary.md:10,bullet,40.6,35.9,-4.700000000000003,0.3598234707003399,0.3333333333333333,0.12581240234277616,-0.1108855138331955,0.0,-0.08279451699545264,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0035700,Josh Jacobs,GB,RB,2026,0.55,0.0,0.75,"Positive on talent and importance, but availability uncertainty remains a material issue.",packers_player_sentiment_summary.md:24,table,45.16,24.0,-21.159999999999997,-1.2049570650268986,0.3333333333333333,-0.3707560200082765,-0.8353971251945802,-62.0,-0.6961642709954834,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040668,Shedeur Sanders,CLE,QB,2026,1.0,0.7588021044111695,0.75,Very positive long term,cleveland_browns_fantasy_sentiment_2026.md:16,table,298.07,,,,0.0,0.7588021044111694,1.3226149081821472,88.0,0.9919611811366105,0.75,medium,2026-08-24,1,1,False,markdown_market_v1
00-0039150,Bryce Young,CAR,QB,2026,1.0,0.7588021044111695,0.62,Very positive,carolina_panthers_fantasy_sentiment_summary.md:7,bullet,170.09,,,,0.0,0.7588021044111695,1.0789761417935284,82.0,0.6689652079119877,0.62,medium,2026-08-24,1,1,False,markdown_market_v1
00-0038597,Chase Brown,CIN,RB,2026,1.0,1.214083367057871,0.75,"Very bullish: praised as a complete back with run, receiving, and pass-protection value.",bengals_player_sentiment_since_2026-02-17.md:10,table,17.93,15.3,-2.629999999999999,0.5566093582431948,0.3333333333333333,1.011783672037971,1.2166758358449217,72.0,1.013896529870768,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040715,Cam Skattebo,NYG,RB,2026,0.55,0.0,0.75,Bullish; committee cap,Giants_player_sentiment_update_2026-08-24.md:20,table,56.58,35.3,-21.28,-1.2163649425656153,0.3333333333333333,-0.3742661361740355,-0.8463110073356265,-64.0,-0.7052591727796886,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0037238,Drake London,ATL,WR,2026,0.55,0.0,0.75,Bullish [cite:1],falcons_player_sentiment_2026.md:24,table,12.25,12.2,-0.05000000000000071,0.5733305977042777,0.3333333333333333,0.1764094146782393,-0.21300428867449692,-20.0,-0.17750357389541407,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0036554,Nico Collins,HOU,WR,2026,1.0,1.214083367057871,0.75,Elite positive,texans_fantasy_sentiment_summary_2026-08-24.md:21,table,16.76,20.9,4.139999999999997,0.7987886178244956,0.3333333333333333,1.0863003672937557,1.2570707730584272,79.0,1.0475589775486893,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0039917,Michael Penix Jr.,ATL,QB,2026,0.3,-0.4215567246728721,0.75,Cautiously bullish [cite:1],falcons_player_sentiment_2026.md:25,table,289.06,,,,0.0,-0.42155672467287203,-0.6744907594765952,-43.0,-0.5058680696074465,0.75,medium,2026-08-24,1,1,False,markdown_market_v1
00-0035261,Tony Pollard,TEN,RB,2026,1.0,1.214083367057871,0.75,Very positive,tennessee-titans-fantasy-sentiment-feb-aug-2026.md:14,table,83.66,67.1,-16.560000000000002,-0.7676550927094448,0.3333333333333333,0.6043176871294663,0.611241345211343,42.0,0.5093677876761191,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0039361,Bucky Irving,TB,RB,2026,0.8,0.6744907594765951,0.75,Strong positive; workload caveat,tampa_bay_buccaneers_fantasy_sentiment_2026.md:17,table,59.06,45.8,-13.260000000000005,-0.45393846039474944,0.3333333333333333,0.32728176874695064,0.24920656660510548,12.0,0.2076721388375879,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0030565,Geno Smith,NYJ,QB,2026,0.55,0.0,0.62,Clear QB1,jets_fantasy_sentiment_summary.md:6,bullet,226.83,,,,0.0,0.0,0.0,1.0,0.0,0.62,medium,2026-08-24,1,1,False,markdown_market_v1
00-0037744,Trey McBride,ARI,TE,2026,1.0,1.214083367057871,0.75,Very positive,arizona_cardinals_fantasy_sentiment_summary_2026-08-24.md:16,table,20.93,38.0,17.07,-0.030734184852997636,0.3333333333333333,0.831062581854527,0.9827922277954892,87.0,0.8189935231629076,0.8333333333333333,high,2026-08-24,2,2,False,markdown_market_v1
00-0036963,Amon-Ra St. Brown,DET,WR,2026,0.55,0.0,0.62,Bullish but nonspecific,detroit_lions_fantasy_sentiment_summary.md:13,bullet,5.46,7.9,2.4400000000000004,0.707314003455911,0.3333333333333333,0.24731258862094788,0.001399487659450891,1.0,0.0010449507857233319,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0041438,Carnell Tate,TEN,WR,2026,0.55,0.0,0.75,Positive,tennessee-titans-fantasy-sentiment-feb-aug-2026.md:15,table,66.87,74.4,7.530000000000001,0.9811997605947916,0.3333333333333333,0.30190761864455123,0.04899480509204626,9.0,0.04082900424337188,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0035676,A.J. Brown,NE,WR,2026,1.0,1.214083367057871,0.75,Very positive,Fantasy_Research_Patriots_Sentiment_Summary.md:23,table,13.97,19.6,5.630000000000001,0.878963426888726,0.3333333333333333,1.1109695393135186,1.4024217556395213,85.0,1.1686847963662677,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040122,Ashton Jeanty,LV,RB,2026,1.0,1.214083367057871,0.62,elite positive,raiders_player_sentiment_summary_2026.md:7,bullet,16.62,14.8,-1.8200000000000003,0.633612531629529,0.3333333333333333,1.0111215364885207,1.2650865909306577,76.0,0.9445979878948909,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0034844,Saquon Barkley,PHI,RB,2026,1.0,1.214083367057871,0.75,Strongly positive,philadelphia-eagles-player-sentiment-2026-08-24.md:13,table,25.26,17.4,-7.860000000000003,0.05941602884747989,0.3333333333333333,0.8588011091469815,0.9893130998034573,66.0,0.8244275831695477,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0037247,George Pickens,DAL,WR,2026,1.0,1.214083367057871,0.62,Very bullish,dallas_cowboys_fantasy_sentiment_summary.md:7,bullet,20.11,19.8,-0.3099999999999987,0.5593403625655531,0.3333333333333333,0.9851522466060115,1.1600293312185304,72.0,0.8661552339765026,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0039337,Malik Nabers,NYG,WR,2026,0.55,0.0,0.75,Bullish; health-managed,Giants_player_sentiment_update_2026-08-24.md:19,table,24.86,28.0,3.1400000000000006,0.7449800211370929,0.3333333333333333,0.22922462188833628,-0.0927366707344867,-7.0,-0.07728055894540557,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0029604,Kirk Cousins,LV,QB,2026,0.55,0.0,0.62,"positive, immediate favorite",raiders_player_sentiment_summary_2026.md:13,bullet,289.61,,,,0.0,0.0,0.031688955879691894,4.0,0.019647152645408974,0.62,medium,2026-08-24,1,1,False,markdown_market_v1
00-0037840,Kyren Williams,LA,RB,2026,0.3,-0.6744907594765952,0.75,Positive,los-angeles-rams-player-sentiment-feb-17-2026.md:21,table,42.56,27.2,-15.360000000000003,-0.6535763173222828,0.3333333333333333,-0.6680555465060376,-1.297011151221984,-74.0,-1.08084262601832,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0039064,Zay Flowers,BAL,WR,2026,1.0,1.214083367057871,0.75,Very bullish,ravens-player-sentiment-feb-17-2026.md:16,table,29.86,25.7,-4.16,0.3521772653190519,0.3333333333333333,0.948881489599773,1.238183162374697,78.0,1.0318193019789141,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0023459,Aaron Rodgers,PIT,QB,2026,0.15,-0.6744907594765952,0.75,Neutral-positive,steelers-player-sentiment-2026.md:17,table,221.5,,,,0.0,-0.6744907594765953,-1.337039616394932,-79.0,-1.002779712296199,0.75,medium,2026-08-24,1,1,False,markdown_market_v1
00-0036322,Justin Jefferson,MIN,WR,2026,0.55,0.0,0.75,"Positive, indirect",minnesota_vikings_player_sentiment_2026.md:22,table,9.2,14.3,5.100000000000001,0.8504448706444027,0.3333333333333333,0.2616753448136624,-0.093847375384659,-9.0,-0.0782061461538825,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0037239,Chris Olave,NO,WR,2026,0.55,0.0,0.75,Bullish,saints_fantasy_sentiment_update_2026-08-24.md:21,table,19.07,23.8,4.73,0.8305356898700635,0.3333333333333333,0.2555494430369426,0.023749831105805717,5.0,0.019791525921504762,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0039067,Rashee Rice,KC,WR,2026,0.55,0.0,0.62,Talent and practice improvement praised,chiefs_player_sentiment_summary_2026-08-24.md:25,bullet,22.39,15.3,-7.09,0.1945180770249615,0.3333333333333333,0.06801331364509143,-0.13806256066989658,-11.0,-0.1030867119668561,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0036275,D'Andre Swift,CHI,RB,2026,0.55,0.0,0.75,Positive,chicago_bears_player_sentiment_since_2026-02-17.md:18,table,57.59,43.0,-14.590000000000003,-0.5803757697821872,0.3333333333333333,-0.17857715993298068,-0.49273451207035096,-24.0,-0.4106120933919591,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040124,Tetairoa McMillan,CAR,WR,2026,1.0,1.214083367057871,0.62,Very positive,carolina_panthers_fantasy_sentiment_summary.md:8,bullet,33.99,31.5,-2.490000000000002,0.4420376217870146,0.3333333333333333,0.9441373022778513,1.0355733774862261,67.0,0.7732281218563821,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0038128,Malik Willis,MIA,QB,2026,0.55,0.0,0.62,"Strong upward trajectory in confidence, command, consistency, pocket operation, mobility, and leadership",miami_dolphins_player_sentiment_feb17_2026.md:9,bullet,132.97,157.2,24.22999999999999,0.758470605020863,0.3333333333333333,0.26519951224505695,0.5690069157201721,49.0,0.4248584970710618,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0037228,Jaylen Warren,PIT,RB,2026,0.55,0.0,0.75,"Positive, workload risk",steelers-player-sentiment-2026.md:30,table,76.24,63.3,-12.939999999999998,-0.42351745362483884,0.3333333333333333,-0.13031306265379655,-0.4329234570795166,-16.0,-0.36076954756626384,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0040784,Quinshon Judkins,CLE,RB,2026,1.0,1.214083367057871,0.75,Extremely positive,cleveland_browns_fantasy_sentiment_2026.md:19,table,61.77,51.6,-10.170000000000002,-0.1601856137728069,0.3333333333333333,0.7912313729561241,0.9442047346774782,62.0,0.7868372788978985,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0031381,Davante Adams,LA,WR,2026,1.0,1.214083367057871,0.75,Elite positive,los-angeles-rams-player-sentiment-feb-17-2026.md:11,table,50.73,38.0,-12.729999999999997,-0.10896240829199055,0.3333333333333333,0.8069923592579137,0.9094616810285675,61.0,0.7578847341904729,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0036875,Rhamondre Stevenson,NE,RB,2026,0.55,0.0,0.75,Positive,Fantasy_Research_Patriots_Sentiment_Summary.md:30,table,80.47,67.1,-13.370000000000005,-0.4643956814719059,0.3333333333333333,-0.1428909789144326,-0.48625691864711307,-22.0,-0.4052140988725942,0.8333333333333333,high,2026-08-24,2,2,False,markdown_market_v1
00-0040129,Emeka Egbuka,TB,WR,2026,0.55,0.0,0.75,Role positive; health caution,tampa_bay_buccaneers_fantasy_sentiment_2026.md:21,table,39.7,34.1,-5.600000000000001,0.2746928860891917,0.3333333333333333,0.08452088802744359,-0.24535165527299677,-22.0,-0.2044597127274973,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0037240,Jameson Williams,DET,WR,2026,1.0,1.214083367057871,0.62,Very bullish,detroit_lions_fantasy_sentiment_summary.md:7,bullet,55.18,40.2,-14.979999999999997,-0.23003175083864702,0.3333333333333333,0.7091480111499976,0.7140394958964441,38.0,0.5331494902693449,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
00-0041512,Jadarian Price,SEA,RB,2026,1.0,1.214083367057871,0.75,Very positive,Seattle_Seahawks_Coachspeak_Sentiment_Feb17-Aug23_2026.md:20,table,74.44,74.6,0.1599999999999966,0.821842511018346,0.3333333333333333,1.0933938728918635,1.6247122733994666,92.0,1.3539268944995553,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0036970,Kyle Pitts,ATL,TE,2026,1.0,1.214083367057871,0.75,Very bullish [cite:1],falcons_player_sentiment_2026.md:23,table,79.34,85.1,5.759999999999991,-0.9702034569811128,0.3333333333333333,0.5419951135074146,0.6330010831543815,69.0,0.5275009026286512,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0034348,Courtland Sutton,DEN,WR,2026,0.55,0.0,0.75,"Positive, stable",Fantasy_Research_Denver_Broncos_Sentiment_2026-08-24.md:20,table,83.44,59.1,-24.339999999999996,-0.7336802158327379,0.3333333333333333,-0.2257477587177655,-0.898972451619738,-71.0,-0.7491437096831149,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0038996,Tucker Kraft,GB,TE,2026,0.55,0.0,0.75,Bullish: described as a major offensive focal point and leader while returning from ACL rehab.,packers_player_sentiment_summary.md:15,table,77.08,100.3,23.22,0.48011780662250214,0.3333333333333333,0.1477285558838468,0.1701856427438747,56.0,0.14182136895322892,0.8333333333333333,high,2026-08-24,1,2,False,markdown_market_v1
00-0039338,Brock Bowers,LV,TE,2026,1.0,1.214083367057871,0.62,elite positive,raiders_player_sentiment_summary_2026.md:8,bullet,17.94,43.5,25.56,0.6744907594765948,0.3333333333333333,1.0254146231483339,1.2228067314016866,92.0,0.9130290261132592,0.7466666666666666,high,2026-08-24,1,2,False,markdown_market_v1
