player_id,display_name,team,position,projected_games,role,depth_rank,depth_chart_status,source,low_confidence,season,stat,pred_pg,pred_pg_low,pred_pg_high,pred_season,pred_season_low,pred_season_high,fantasy_pts,fantasy_pts_season,fantasy_pts_low,fantasy_pts_high
00-0034857,Josh Allen,BUF,QB,15.55,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,25.37015342834228,394.5058858107224,13.69883443769457,34.859982006551576
00-0034857,Josh Allen,BUF,QB,15.55,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,25.37015342834228,394.5058858107224,13.69883443769457,34.859982006551576
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,attempts,33.523371890187065,,,524.2082871558168,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,completions,21.79019172862159,,,348.9691069333077,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,238.2050279180601,,,3813.066098295595,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.530514975847335,,,24.487167477425135,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.451427611975512,,,6.77141417963268,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,carries,4.195201072110337,,,62.92801608165506,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,16.526127121394552,,,247.89190682091828,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.4487007731570372,,,6.730511597355558,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0033873,Patrick Mahomes,KC,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,23.306611431126274,349.5991714668941,11.635292440478564,32.79644000933557
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,attempts,30.36233528230079,,,480.17128296355077,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,completions,19.735517933495515,,,319.6533666034998,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,passing_yards,247.3811132630769,,,4004.248466067448,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.357053643907076,,,21.969925472582066,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.7701654598159505,,,11.798934844380362,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,carries,5.993436847112918,,,91.8194524977699,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,32.55631964933193,,,498.7628170277652,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.3414080586937635,,,5.230371459188457,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0039851,Drake Maye,NE,QB,15.32,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,23.299841662229625,356.9535742653579,11.628522671581916,32.78967024043892
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,attempts,32.69323438245962,,,511.0132324149539,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,completions,21.25060234859876,,,340.18506711234573,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,245.32997012858985,,,3927.0994700266024,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.6089625651397288,,,25.75190651136658,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.7898147664891214,,,11.847221497336822,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,carries,3.4413395800917166,,,51.62009370137575,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,18.684842931244155,,,280.27264396866235,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.3521659998526387,,,5.282489997789581,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0037834,Brock Purdy,SF,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,22.710824946051133,340.66237419076697,11.039505955403422,32.200653524260424
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,attempts,32.05282184017991,,,500.6762858984894,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,completions,20.83433419611694,,,333.30368983798036,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,238.46483780381743,,,3814.2286161767065,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.4860596934818329,,,23.773124443034376,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.780016383397612,,,11.70024575096418,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,carries,4.775962659052331,,,71.63943988578497,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,25.5674478752258,,,383.511718128387,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.3106185899322917,,,4.659278848984376,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0036971,Trevor Lawrence,JAX,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,22.295505574990568,334.4325836248585,10.624186584342858,31.785334153199862
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,attempts,33.391551810874745,,,522.9611753090119,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,completions,21.70450867706858,,,348.138895892985,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,244.2187547721493,,,3914.1677668451393,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.4319322839984208,,,22.953845281807304,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.8368163769187781,,,12.552245653781672,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,carries,4.374506248344602,,,65.61759372516903,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,21.646733446321623,,,324.70100169482436,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.3666768110129916,,,5.500152165194874,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0040743,Tyler Shough,NO,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,22.08534424041452,331.28016360621774,10.414025249766812,31.575172818623823
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,attempts,0.0,,,0.0,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,completions,0.0,,,0.0,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,0.0,,,0.0,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,passing_tds,0.0,,,0.0,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.0,,,0.0,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,carries,16.08099385461897,,,257.29590167390353,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,70.67747580063079,,,1130.8396128100926,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.7527981360677682,,,12.044770177084292,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,targets,4.981105692439086,,,76.39750940186043,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,receptions,3.971481749662981,,,59.47524938633969,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,31.507769722813475,,,471.98205975146226,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0038542,Bijan Robinson,ATL,RB,16.0,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.1935695714934369,,,2.8991452111809566,,,22.076597962675702,353.22556740281124,16.22944528276905,29.508842169211164
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,attempts,32.42819622512004,,,515.6510401041924,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,completions,21.078327546328023,,,343.27248798511204,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,passing_yards,239.05471424158333,,,3892.5926639516647,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.464096698980265,,,23.8299328796471,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.7565721322892097,,,11.72686805048275,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,carries,5.163002665403845,,,80.0265413137596,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,26.78664785014251,,,415.19304167720895,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.2266497491902521,,,3.5130711124489076,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0036355,Justin Herbert,LAC,QB,15.5,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,21.756502596917382,337.22579025221944,10.085183606269672,31.246331175126684
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,attempts,30.719287144620694,,,481.72720980118544,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,completions,19.96753664400345,,,320.68915793356217,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,207.99933051651047,,,3338.4228635319796,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.393312577161653,,,22.332702267935016,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.7163062786449508,,,10.744594179674262,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,carries,5.8643825207126,,,87.965737810689,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,30.871144552948635,,,463.06716829422953,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.3862664203778803,,,5.7939963056682044,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0040691,Jaxson Dart,NYG,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,21.650297514281053,324.7544627142158,9.978978523633346,31.140126092490352
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,attempts,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,completions,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,passing_yards,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,passing_tds,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,interceptions,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,carries,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,rushing_yards,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,rushing_tds,0.0,,,0.0,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,targets,10.356118269496108,,,137.64605724114105,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,receptions,8.053705223236474,,,104.5184020082096,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,receiving_yards,92.67055628709562,,,1202.7116194627163,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0033288,George Kittle,SF,TE,13.85,starter,1.0,starter,v2_team_first,True,2026,receiving_tds,0.7183994502091584,,,9.324886973194964,,,21.566991750927286,298.7028357503429,17.882099666491747,27.04050126402224
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,attempts,31.121332730230613,,,486.9543876837949,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,completions,20.2288662746499,,,324.16892664796563,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,209.7623175909887,,,3361.6676847666868,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_tds,1.2183417940873773,,,19.519685765696337,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,interceptions,0.6758636709531071,,,10.137955064296605,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,carries,6.5761980027297815,,,98.64297004094672,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_yards,36.16311335432194,,,542.4467003148292,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,rushing_tds,0.3710477607210528,,,5.565716410815791,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,targets,0.0,,,0.0,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receptions,0.0,,,0.0,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_yards,0.0,,,0.0,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0035228,Kyler Murray,MIN,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,receiving_tds,0.0,,,0.0,,,21.50099627343486,322.51494410152293,9.829677282787154,30.99082485164416
00-0039910,Jayden Daniels,WAS,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,attempts,29.79676569530724,,,465.2025090725645,,,21.244226434199525,318.6633965129929,9.572907443551816,30.734055012408824
00-0039910,Jayden Daniels,WAS,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,completions,19.367897701949705,,,309.6885495935172,,,21.244226434199525,318.6633965129929,9.572907443551816,30.734055012408824
00-0039910,Jayden Daniels,WAS,QB,15.0,starter,1.0,starter,v2_team_first,False,2026,passing_yards,209.90306099873416,,,3356.468773496237,,,21.244226434199525,318.6633965129929,9.572907443551816,30.734055012408824
