player_id,position,attempts,carries,completions,interceptions,passing_tds,passing_yards,rushing_tds,rushing_yards,display_name,team,depth_rank,projected_games,fantasy_pts,fantasy_pts_season,rank
00-0034855,QB,24.60165990884163,3.4761904761904763,15.145351944749462,0.5403663311916537,1.4760995945304978,168.97116653168473,0.1004443158821039,16.063492063492063,Baker Mayfield,TB,1.0,17.0,13.791527478647904,234.45596713701437,12
00-0026498,QB,26.145085714292133,1.7123287671232876,18.16189041437948,0.4593195027579496,1.5687051428575278,194.54272973580962,0.01623915585259177,2.077625570776256,Matthew Stafford,LA,1.0,17.0,13.443088247539773,228.53250020817615,13
00-0039163,QB,24.273714174590463,3.40012735162426,15.021487433474665,0.41894228252494187,1.3520603722316888,170.68836094051701,0.10874240367646848,13.018528411239508,C.J. Stroud,HOU,1.0,17.0,13.352198624680316,226.98737661956537,14
00-0040691,QB,14.345912122899893,6.909550971029029,7.915099068009358,0.2901842375716546,0.8003968992242273,103.62534189700607,0.4656261314942325,37.52810019467572,Jaxson Dart,NYG,1.0,17.0,13.31279960606681,226.31759330313577,15
00-0033873,QB,20.266499026167303,4.809523809523809,13.03500019342472,0.4113341626174247,1.2159899415700381,140.727559854663,0.2107203717803936,23.428571428571427,Patrick Mahomes,KC,1.0,17.0,13.27757320877133,225.7187445491126,16
00-0037834,QB,21.066998504278224,3.601123595505618,14.809953020081029,0.5573685798230623,1.2640199102566934,162.4182400666758,0.23284549583312364,13.191011235955056,Brock Purdy,SF,1.0,17.0,13.154246182641927,223.62218510491277,17
00-0035228,QB,17.350785805329963,5.210799070388867,9.93954138617713,0.3439471687926336,1.0410471483197978,113.71392520444722,0.30324994126836124,32.96184337981164,Kyler Murray,MIN,1.0,17.0,13.140535249463143,223.38909924087343,18
00-0036264,QB,22.70226754661245,2.7172413793103454,14.432711043035228,0.4255553178011887,1.362136052796747,163.34516464513908,0.11018882282996437,10.937931034482759,Jordan Love,GB,1.0,17.0,12.886166201818236,219.06482543091002,19
00-0033106,QB,22.60508841033285,1.838235294117647,14.996638695930466,0.3786929707968397,1.356305304619971,178.87625544705898,0.028722426470588234,2.8676470588235294,Jared Goff,DET,1.0,17.0,12.281984759474446,208.79374091106558,20
00-0033119,QB,20.290251358968227,2.8793135555407705,13.552622638016848,0.32587593511073315,1.2174150815380935,148.31929664649346,0.08582839609714585,13.4073020773693,Jacoby Brissett,ARI,1.0,17.0,12.006380906110453,204.1084754038777,21
00-0036442,QB,20.389281328654015,3.2607142857142852,13.231075067732272,0.3427163617412783,1.223356879719241,143.23458847012648,0.13109402332361514,11.971428571428572,Joe Burrow,CIN,1.0,17.0,11.921085331284015,202.65845063182826,22
00-0039150,QB,23.241707385714303,2.9766712781724345,15.40169847460194,0.4944207102562302,1.0772569636737632,145.64277945123823,0.1648076146373709,15.440741216766314,Bryce Young,CAR,1.0,17.0,11.678817421732978,198.53989616946063,23
00-0034869,QB,19.18944273705785,3.0110294117647056,12.280290981084994,0.46144096338565305,1.151366564223471,168.921325235726,0.05853746513969943,8.216911764705882,Sam Darnold,SEA,1.0,17.0,11.612353306860404,197.41000621662687,24
00-0023459,QB,22.109420491704345,1.5374376039933444,14.275990678049578,0.4009756275227241,1.3265652295022607,153.35518688712273,0.03880199667221298,5.2312811980033285,Aaron Rodgers,PIT,1.0,17.0,11.394457238282113,193.70577305079593,25
00-0030565,QB,20.33020847728793,3.109375,12.094823302001716,0.49033639639614957,1.2198125086372757,133.94219620613288,0.0630092902915445,14.09375,Geno Smith,NYJ,1.0,17.0,11.043695831751386,187.74282913977356,26
00-0040743,QB,17.389204956496144,3.7263010137217583,11.000472682856902,0.3641604093666411,1.0433522973897686,120.42660595678738,0.21684774022761,12.66285842287298,Tyler Shough,NO,1.0,17.0,10.829524892750245,184.10192317675416,27
00-0040676,QB,22.67362860869361,3.010446771072109,14.320972468961276,0.5956927751287454,0.9650141389156984,148.14165114946005,0.110608948894473,13.949726734774778,Cam Ward,TEN,1.0,17.0,10.652963418228019,181.10037810987632,28
00-0038128,QB,13.093028322728356,4.865939481905267,7.93391217840264,0.29878715548816537,0.7052129584636777,96.63994561737438,0.27161058992069687,25.098326356449387,Malik Willis,MIA,1.0,17.0,10.228371522742474,173.88231588662205,29
00-0041562,QB,13.463839402110416,4.237054666466431,8.241353884881427,0.31661212884844564,0.8078303641266249,89.78493577302197,0.2122889365536424,20.90757997449174,Fernando Mendoza,LV,2.0,17.0,9.553986246501514,162.41776619052575,30
00-0029604,QB,15.800950182188725,1.6791044776119404,9.380603590578684,0.3880948241218397,0.9480570109313234,112.77690261832034,0.06360594202110023,2.675373134328358,Kirk Cousins,LV,1.0,17.0,8.176287465773864,138.9968869181557,31
00-0036212,QB,14.651949817590028,1.6892644533657075,9.413225788675566,0.2956534130506515,0.8791169890554016,107.58132313589233,0.057366738422217,1.0894539769725602,Tua Tagovailoa,ATL,2.0,17.0,7.681559883786554,130.58651802437143,32
00-0036972,QB,14.404166001459009,1.7024864018942103,9.153702317017986,0.31956846690733104,0.8063190942854165,96.17932858437807,0.0889430039994804,3.5579131635247774,Mac Jones,SF,2.0,17.0,7.322761927051488,124.4869527598753,33
00-0036945,QB,8.300639225725318,4.566828013027441,5.062024259907124,0.191099735829827,0.49803835354351905,52.173547444990994,0.2181996078856952,19.81607603701949,Justin Fields,KC,2.0,17.0,6.987701091330182,118.79091855261309,34
00-0032268,QB,11.380138241628785,2.965080548517683,6.742648441754742,0.258781420017986,0.6219062108368346,73.66933744971756,0.0339396116797187,17.654036412717392,Marcus Mariota,WAS,2.0,17.0,6.88587681265012,117.05990581505205,35
00-0039376,QB,13.258452353563898,2.677348686534231,8.194641657764201,0.2896874599510523,0.5688221185241065,89.59028847293092,0.0947593590373058,9.66835526947102,Spencer Rattler,NO,2.0,17.0,6.814916774282496,115.85358516280243,36
00-0039917,QB,13.056782281499055,1.8118374576607876,7.963689207855397,0.29061168243014346,0.6494187230277811,89.6181881381632,0.0522519451086694,7.245021977647291,Michael Penix Jr.,ATL,1.0,17.0,6.639192921194111,112.86627966029988,37
00-0040704,QB,14.3953148122706,2.2993476953386383,8.832560202239113,0.26759397992963585,0.5227682456657696,90.3097276083302,0.0376308539127192,9.995558917367882,Dillon Gabriel,CLE,,17.0,6.393615142350119,108.69145741995202,38
00-0026158,QB,11.662702421520407,1.3311442011561068,7.204823188946131,0.3106236310838489,0.6997621452912244,80.33824784781329,0.0551147143705307,3.19365580083627,Joe Flacco,CIN,2.0,17.0,6.0413850992165425,102.70354668668122,39
00-0040668,QB,13.998329887806033,1.8943794265031333,8.603925969056446,0.2523595143706214,0.4623456230732269,88.63768669150944,0.0621840589182178,7.043201897603303,Shedeur Sanders,CLE,1.0,17.0,5.96759547448168,101.44912306618856,40
00-0035993,QB,8.765403974693932,3.78459363122754,4.9484766424705695,0.2511738528904517,0.40977383529286,53.241220863962596,0.0977027122345922,19.19222685365217,Tyler Huntley,BAL,2.0,17.0,5.771835428721811,98.1212022882708,41
00-0041561,QB,11.088654609617077,2.394384274919171,6.587447219436455,0.2668155440941366,0.4273645643253178,74.3232290811541,0.0963726553361711,10.361434549498147,Carson Beck,ARI,,17.0,5.763135719326003,97.97330722854205,42
00-0031503,QB,10.303066214481483,1.4861732261387497,5.997814978960482,0.24008841675009548,0.6181839728688889,71.30722925236408,0.0158244631765384,7.242330491804639,Jameis Winston,NYG,2.0,17.0,5.664028056309623,96.28847695726358,43
00-0041056,QB,9.904953373005185,2.3219218042493903,5.875271754954946,0.36704191886557314,0.4972576752749166,60.997164880026126,0.1320072647658854,9.224726327312531,Cade Klubnik,NYJ,2.0,17.0,5.409349679896131,91.95894455823424,44
00-0036898,QB,11.169910549824472,2.5092077755496907,6.769378124042016,0.32174605665911266,0.4685858463712696,71.37543850855425,0.049466854495405,9.522588852771534,Davis Mills,HOU,2.0,17.0,5.334928824758607,90.69379002089632,45
00-0037324,QB,9.41489343216138,1.7256646861819829,5.882121158863079,0.22145420873713337,0.5629626050539805,59.637879530902204,0.040422243226204,5.784290831142831,Chris Oladokun,KC,,17.0,5.0154197264492515,85.26213534963728,46
00-0026300,QB,9.158147482794151,2.305547373759066,5.10700249175432,0.21625094197226272,0.4454182631893512,53.55881066169305,0.0665925794574982,10.218476641216505,Josh Johnson,CIN,,17.0,4.9129267361472415,83.5197545145031,47
00-0028118,QB,7.015201125912582,1.955092946463368,4.364921503149529,0.05545205546343764,0.4209120675547549,52.915538634298834,0.0239187434394897,10.172807989313384,Tyrod Taylor,GB,2.0,17.0,4.8501589642323735,82.45270239195035,48
00-0040206,QB,9.03025050987768,1.5351637618307663,6.171642323652449,0.3262887107937605,0.4399184333028155,67.8574131548191,0.0306161095522574,5.7875626323026745,Riley Leonard,IND,2.0,17.0,4.583845758360317,77.92537789212538,49
00-0037012,QB,8.280601900794721,2.9453089110515047,4.785262321849718,0.09929528193947457,0.24841805702384162,48.29354524519921,0.0863127848739132,12.98157191875654,Trey Lance,LAC,2.0,17.0,4.5428573751435195,77.22857537743982,50
00-0041156,QB,11.75724596171792,1.9857936507936509,6.738664861034357,0.4274927571155098,0.3527173788515376,67.76227226164856,0.0674074074074074,6.706349206349207,Mark Gronowski,MIA,,17.0,4.341454256720438,73.80472236424745,51
00-0032434,QB,10.133700409456466,0.998264131387088,5.92972144492393,0.233531827097641,0.5748966121612429,59.120371919953286,0.0086429337114436,0.7016672840183293,Brandon Allen,NYG,,17.0,4.319362001918315,73.42915403261136,52
00-0033319,QB,7.008594957922535,1.6019491657977332,4.55486001948436,0.05041060634951676,0.42051569747535206,38.1548702306322,0.0809211508373418,6.059065405729434,Nick Mullens,JAX,2.0,17.0,4.198869832024657,71.38078714441917,53
00-0038400,QB,9.143659789581001,1.588052008838173,6.138534567201165,0.18753969263099982,0.4078675440147534,55.00161226782322,0.0364157581082125,4.629641991201207,Tanner McKee,PHI,2.0,17.0,4.137914029279338,70.34453849774876,54
00-0039398,QB,9.013515891258058,2.3369202641424653,4.903218908475414,0.2177313305060862,0.27040547673774173,51.47667498334854,0.0414836039703262,10.631463352042989,Joe Milton III,DAL,2.0,17.0,4.0172742042989915,68.29366147308285,55
00-0033869,QB,10.8284727346855,1.3102781858947912,7.317142322093482,0.3365890578240864,0.4164466147043754,65.20419082574738,0.0062713502665058,3.4657225464954746,Mitchell Trubisky,TEN,2.0,17.0,3.9849763324478062,67.74459765161271,56
00-0039923,QB,5.707610720232704,2.0552011636572343,3.449703057878132,0.1741090742510151,0.34245664321396224,44.56182059914293,0.0799968719679699,6.514766453373364,J.J. McCarthy,MIN,2.0,17.0,3.9355391254646914,66.90416513289975,57
00-0032950,QB,6.094837439128556,1.9631947781723504,3.1080178019495603,0.1823076671431627,0.36569024634771335,41.655345740628825,0.0781163347577475,6.045565016552236,Carson Wentz,MIN,,17.0,3.8376139909313896,65.23943784583362,58
00-0040398,QB,5.8406650821378285,2.0617942137795526,3.1772919109443705,0.298649723290003,0.3504399049282697,34.635926304299595,0.131068475370098,7.859202534794807,Brady Cook,NYJ,,17.0,3.762228331005126,63.95788162708714,59
00-0041568,QB,6.691899265243073,1.2711163999399293,4.096180024117157,0.15736495431428368,0.3175301740742918,44.927164641977335,0.0636866809660927,6.272273992347522,Ty Simpson,LA,,17.0,3.761824858379002,63.95102259244303,60
00-0033949,QB,6.183086804654595,1.4892612512367214,3.558546712701554,0.10310574575283674,0.37098520827927567,36.472673906957795,0.1059381843303552,3.694482309285507,Joshua Dobbs,DET,2.0,17.0,3.7417136348004227,63.60913179160718,61
00-0041194,QB,8.568320904993858,1.9857936507936509,4.910932644307087,0.3115436335560915,0.3231481481481481,49.062734653570786,0.0674074074074074,6.706349206349207,Jack Strand,ATL,,17.0,3.7070940767026066,63.02059930394431,62
00-0036679,QB,9.399703989578304,1.2955055828310946,5.915168260451643,0.16951566831835527,0.3256274715859573,58.37157054897721,0.0327645191730995,1.6461580072134674,Shane Buechele,BUF,,17.0,3.6595442874261512,62.21225288624457,63
00-0040234,QB,7.059185891021615,1.313590193304759,4.680099172910929,0.2140137831474355,0.3120866366658223,47.76933764161912,0.0382145505096094,4.5710060113120194,Quinn Ewers,MIA,2.0,17.0,3.4174803902220416,58.097166633774705,64
00-0040996,QB,6.20217496654909,1.9857936507936509,3.554776232899738,0.22551070932732753,0.3231481481481481,35.73089761858105,0.0674074074074074,6.706349206349207,Jacob Clark,LV,,17.0,3.345886443760545,56.88006954392927,65
00-0039164,QB,6.338185238944214,1.7543396794851436,3.8809065658985133,0.16389359130325923,0.3300641039146285,33.29157040921753,0.0432932055599013,7.468167971358692,Anthony Richardson,IND,,17.0,3.3307080799159734,56.622037358571546,66
00-0027973,QB,7.532860311475246,1.0727537675933203,5.034326607432535,0.19192469672089135,0.45197161868851476,40.124330644474725,0.0068375950392384,2.2894903698999807,Andy Dalton,PHI,,17.0,3.298984914316694,56.08274354338379,67
00-0040673,QB,8.613428960210257,1.3965946641397942,4.022981411771744,0.21473508882703476,0.3324596854406872,40.53422957835606,0.0512084436444058,4.396415713623084,Jalen Milroe,SEA,,17.0,3.268629980471665,55.566709668018305,68
00-0040494,QB,9.043863426866308,1.3128815798982918,5.455169972768266,0.24425706994928045,0.3328156075794616,43.586963866954484,0.0312347087443179,4.884846572533051,Max Brosmer,MIN,,17.0,3.2621197548166774,55.45603583188352,69
00-0034771,QB,9.65584097047059,1.245559212952589,6.287421316517506,0.25794399333038154,0.2896752291141177,52.06568389394224,0.021937748629719,3.523865650370324,Mason Rudolph,PIT,2.0,17.0,3.2094533423687435,54.56070682026864,70
00-0038102,QB,7.7829565670376715,1.4513495506283212,4.026280586110916,0.23505682925535012,0.23348869701113015,52.350529037150444,0.0329114630824808,1.9778220941105795,Kenny Pickett,CAR,2.0,17.0,2.9531132789257812,50.202925741738284,71
00-0035100,QB,6.77662853082278,1.5469817793667582,4.279094632087896,0.2671793935128461,0.2315769569520943,45.33404723120638,0.058947951953273,2.542746646147593,Jake Browning,TB,2.0,17.0,2.8132733063653372,47.825646208210735,72
00-0037013,QB,7.194652002411338,1.9221838178341173,4.022668339902038,0.31470865555317634,0.2650613707041991,43.27077090156227,0.0188596949876794,5.11550795247767,Zach Wilson,NO,,17.0,2.7863679729467776,47.36825554009522,73
00-0034577,QB,5.937639584342265,0.8866708183057798,3.3853354266308107,0.12159853488178708,0.3130090770967431,29.215312068584762,0.0421339674701952,2.9688461819835728,Kyle Allen,BUF,2.0,17.0,2.727140144386317,46.36138245456739,74
00-0031237,QB,5.105280486745184,1.0756892552816235,2.916419201642715,0.15054820522369047,0.30631682920471104,32.97414307305041,0.0415542416473,2.082697586460564,Teddy Bridgewater,DET,,17.0,2.700731837823336,45.91244124299671,75
00-0038579,QB,5.8505518046157805,1.5883612042227986,3.3964068248049126,0.11864680570510326,0.214283362764598,24.28359989506845,0.0287995590512436,8.59306770720706,Aidan O'Connell,LV,,17.0,2.6232879604790913,44.59589532814455,76
00-0035264,QB,8.035266976246662,0.7283659096818578,4.728619882619123,0.19488415410710144,0.325181250316873,34.86229680557928,0.0226920007622033,1.0520947695726246,Jarrett Stidham,DEN,2.0,17.0,2.5468100468069426,43.29577079571802,77
00-0035704,QB,5.568191978260367,0.824118961168865,2.8530381457672918,0.054503027588078005,0.2884477452883915,23.896148093814503,0.0378288268081399,1.788527524328566,Drew Lock,SEA,2.0,17.0,2.406456563011686,40.909761571198665,78
00-0041565,QB,4.307967003130208,0.8964477189477188,2.5592379107544483,0.10365843290698964,0.160003552003552,28.22472496249708,0.0360815295815295,3.879278887778888,Drew Allar,PIT,,17.0,2.166103406967178,36.82375791844203,79
00-0041117,QB,4.321805862383606,0.8541154278625831,2.5635440125203917,0.1601505688070169,0.1829154846205886,28.052720850058048,0.048558672914884,3.393301643297512,Athan Kaliakmanis,WAS,,17.0,2.164151836689698,36.790581223724864,80
00-0038416,QB,4.993468775162097,1.0744795976624677,3.0056817170855665,0.22234791607555673,0.160857755281591,31.545517983622954,0.0434506733361008,3.4783164086646066,Tyson Bagent,CHI,2.0,17.0,2.0690915892032344,35.17455701645498,81
00-0041092,QB,4.717546943016228,0.7523026645768025,2.7982837741080586,0.17481530877492082,0.161111486789073,29.9168393135999,0.0427703537841468,2.988811330049261,Taylen Green,CLE,,17.0,2.0469921578602532,34.798866683624304,82
00-0039577,QB,4.232607311590052,1.8254187836867777,2.370062847109286,0.17720172464672443,0.12697821934770157,21.22530226030582,0.0593346773582631,6.658905801913962,Kedon Slovis,ARI,,17.0,2.024420162850565,34.41514276845961,83
00-0041123,QB,4.670477764648298,0.696576541274817,2.770363984505845,0.17307109445134045,0.149177302582475,30.09468312592793,0.0396021794297656,2.76741789819376,Behren Morton,NE,,17.0,1.9687092128623058,33.4680566186592,84
00-0040891,QB,2.8959700302732867,0.696576541274817,1.717788088577179,0.1073142252022737,0.149177302582475,19.39292622189864,0.0396021794297656,2.76741789819376,Cole Payton,PHI,,17.0,1.6721526751992677,28.42659547838755,85
00-0040942,QB,4.161844642217012,0.8198015910139292,2.385361022377899,0.15132442126164383,0.1334062911718842,23.22232954885622,0.0278280171842784,2.7686037504766805,Kyron Drones,GB,,17.0,1.6036979822718367,27.262865698621223,86
00-0040906,QB,2.6557410071735204,0.696576541274817,1.575292637969091,0.09841220231683047,0.149177302582475,17.030723075607497,0.0396021794297656,2.76741789819376,Garrett Nussmeier,KC,,17.0,1.5954685951185086,27.122966117014645,87
00-0040985,QB,3.6851045142359853,0.8305908333337207,2.112117444865691,0.13399017883771214,0.1351620242885496,20.876831303668585,0.0281942560693593,2.8050407824107517,Diego Pavia,BAL,,17.0,1.5574106062827486,26.475980306806726,88
00-0040981,QB,3.6851045142359853,0.8305908333337207,2.112117444865691,0.13399017883771214,0.1351620242885496,20.876831303668585,0.0281942560693593,2.8050407824107517,Joe Fagnano,BAL,,17.0,1.5574106062827486,26.475980306806726,89
00-0035289,QB,3.8344815057870107,1.3936526277501546,2.125760536966237,0.08798915131401591,0.11503444517361032,12.328969507576739,0.0364124295535172,4.931883946212961,Gardner Minshew,ARI,2.0,17.0,1.4889812303118783,25.312680915301932,90
00-0041251,QB,3.3054062733615694,0.6433971428571429,1.8944934194852503,0.12018437360136443,0.1046999999999999,18.761584635331136,0.02184,2.172857142857143,Jalon Daniels,TB,,17.0,1.2772203524962307,21.71274599243592,91
00-0041172,QB,3.2731743358475454,0.5957380952380952,1.8760196863137213,0.11901242228896443,0.09819523007542635,19.698944970804448,0.0202222222222222,2.011904761904762,Miller Moss,CHI,,17.0,1.2652376840797641,21.50904062935599,92
00-0041149,QB,3.095532150688975,0.5980968145452994,1.7742040778912107,0.1125533631044643,0.0973282787747736,19.046871854785138,0.0203022885237923,2.0198705419079093,Haynes King,CAR,,17.0,1.249882048415116,21.247994823056974,93
00-0041453,QB,2.871739424240609,0.6433971428571429,1.6459372893266955,0.10441627301012471,0.1046999999999999,16.956098327000774,0.02184,2.172857142857143,Luke Altmyer,DET,,17.0,1.2365371013454955,21.021130722873423,94
00-0041203,QB,3.0371517590935606,0.5957380952380952,1.7407433597350717,0.11043065557194617,0.0969444444444444,17.987652788691577,0.0202222222222222,2.011904761904762,Joey Aguilar,JAX,,17.0,1.2089463877053577,20.55208859099108,95
00-0041414,QB,3.08265189906032,0.5957380952380952,1.7668217623953957,0.11208503792873832,0.0969444444444444,17.87925676278062,0.0202222222222222,2.011904761904762,Matthew Caldwell,LA,,17.0,1.2013017819553353,20.422130293240702,96
