player_id,display_name,team,projected_games,final_rank,final_ensemble_ppg,final_ensemble_season,raw_forecast_ppg,raw_forecast_carries,raw_forecast_rushing_yards,raw_forecast_attempts,raw_forecast_passing_yards,raw_forecast_scored_ppg,exposure_status_baseline_ppg,exposure_status_baseline_carries,exposure_status_baseline_rushing_yards,exposure_status_baseline_attempts,exposure_status_baseline_passing_yards,exposure_status_baseline_scored_ppg,team_volume_reconcile_ppg,team_volume_reconcile_carries,team_volume_reconcile_rushing_yards,team_volume_reconcile_attempts,team_volume_reconcile_passing_yards,team_volume_reconcile_scored_ppg,td_constraints_ppg,td_constraints_carries,td_constraints_rushing_yards,td_constraints_attempts,td_constraints_passing_yards,td_constraints_scored_ppg,season_total_finalization_ppg,season_total_finalization_carries,season_total_finalization_rushing_yards,season_total_finalization_attempts,season_total_finalization_passing_yards,season_total_finalization_scored_ppg,depth_availability_delta_ppg,team_volume_delta_ppg,td_rate_delta_ppg,v1_ppg,v1_season,v2_ppg,v2_season
00-0033077,Dak Prescott,DAL,17.0,11,17.632146035584228,299.7464826049319,17.962947,2.8175673092169427,12.302359188588548,34.696495153087284,254.84707116891988,17.962946721607473,17.962947,2.8175673092169427,12.302359188588548,34.696495153087284,254.84707116891988,17.962946721607473,16.181306,2.8175673092169427,12.302359188588548,26.695654113248008,202.4669574271075,16.181305806339846,15.244386,2.8175673092169427,12.302359188588548,26.695654113248008,202.4669574271075,15.244385669093408,15.244386,2.8175673092169427,12.302359188588548,26.695654113248008,202.4669574271075,15.244385669093408,0.0,-1.7816410000000005,-0.9369199999999989,19.984792201479703,272.36393423205766,19.068287545902848,324.1608882803484
00-0040743,Tyler Shough,NO,17.0,12,17.571263336114335,298.7114767139437,13.276352,3.7263010137217583,12.66285842287298,28.269970942707165,189.5271364734735,13.276352220266764,13.276352,3.7263010137217583,12.66285842287298,28.269970942707165,189.5271364734735,13.276352220266764,10.968056,3.7263010137217583,12.66285842287298,17.389204956496144,120.42660595678738,10.968055594907055,10.829525,3.7263010137217583,12.66285842287298,17.389204956496144,120.42660595678738,10.829524892750245,10.829525,3.7263010137217583,12.66285842287298,17.389204956496144,120.42660595678738,10.829524892750245,0.0,-2.3082959999999986,-0.1385310000000004,17.630255528033413,234.2913444070937,20.625297614819242,350.63005945192714
00-0039918,Caleb Williams,CHI,17.0,13,17.304677083666228,294.17951042232585,15.660053,3.93038776895004,19.137837163647816,28.480234965641905,203.0855808903977,15.660053379075547,15.660053,3.93038776895004,19.137837163647816,28.480234965641905,203.0855808903977,15.660053379075547,14.723835,3.93038776895004,19.137837163647816,24.533378093234557,175.91884308493658,14.723835205614433,14.667811,3.93038776895004,19.137837163647816,24.533378093234557,175.91884308493658,14.667810855140022,14.667811,3.93038776895004,19.137837163647816,24.533378093234557,175.91884308493658,14.667810855140022,0.0,-0.9362180000000002,-0.056023999999998964,19.25340044338949,282.13000302497073,18.27162978808478,310.6177063974413
00-0039910,Jayden Daniels,WAS,17.0,14,17.27801336449332,293.72622719638645,12.90946,6.440275807116136,29.03972067565226,23.94131873836464,156.75549958461116,12.909460106531007,12.90946,6.440275807116136,29.03972067565226,23.94131873836464,156.75549958461116,12.909460106531007,11.549007,6.440275807116136,29.03972067565226,17.738117331388697,116.28570905808267,11.54900677023192,11.549007,6.440275807116136,29.03972067565226,17.738117331388697,116.28570905808267,11.54900677023192,11.549007,6.440275807116136,29.03972067565226,17.738117331388697,116.28570905808267,11.54900677023192,0.0,-1.3604529999999997,0.0,17.272271898896346,190.6951812057385,19.695886912006387,334.8300775041086
00-0033106,Jared Goff,DET,17.0,15,17.160896027828745,291.7352324730887,13.846863,1.596428071496497,4.072658945908659,30.30885059827637,216.43199176369788,13.846862860220499,13.846863,1.596428071496497,4.072658945908659,30.30885059827637,216.43199176369788,13.846862860220499,12.02489,1.596428071496497,4.072658945908659,21.044487326158063,160.41045995680466,12.024890411669052,11.291884,1.596428071496497,4.072658945908659,21.044487326158063,160.41045995680466,11.291884150174976,11.291884,1.596428071496497,4.072658945908659,21.044487326158063,160.41045995680466,11.291884150174976,0.0,-1.8219730000000016,-0.7330059999999996,16.956812294214977,257.3141432153144,18.442682136762063,313.5255963249551
00-0039163,C.J. Stroud,HOU,17.0,16,16.855849486676266,286.54944127349654,15.704501,3.1030564389822497,12.944681869748182,30.03139472766518,221.76204901389957,15.704501242212743,15.704501,3.1030564389822497,12.944681869748182,30.03139472766518,221.76204901389957,15.704501242212743,13.765231,3.1030564389822497,12.944681869748182,23.496988225633594,165.76597199782583,13.765230976044451,13.34167,3.1030564389822497,12.944681869748182,23.496988225633594,165.76597199782583,13.34167014166445,13.34167,3.1030564389822497,12.944681869748182,23.496988225633594,165.76597199782583,13.34167014166445,0.0,-1.9392700000000005,-0.4235609999999994,18.037896131028827,248.6486320605325,19.0742825083289,324.2628026415913
00-0033119,Jacoby Brissett,ARI,17.0,17,16.762616235002156,284.96447599503665,17.33766,2.5788963219590406,12.282000858031786,33.85916876889593,254.66264193861923,17.337660250545895,17.33766,2.5788963219590406,12.282000858031786,33.85916876889593,254.66264193861923,17.337660250545895,14.177611,2.5788963219590406,12.282000858031786,21.212303931131828,163.30380820436477,14.177611157015606,12.478293,2.5788963219590406,12.282000858031786,21.212303931131828,163.30380820436477,12.478293033482982,12.478293,2.5788963219590406,12.282000858031786,21.212303931131828,163.30380820436477,12.478293033482982,0.0,-3.160048999999999,-1.6993179999999999,19.87697649275968,273.8992149053745,17.158735214123002,291.69849864009103
00-0034796,Lamar Jackson,BAL,17.0,18,16.718282016349605,284.2107942779433,13.493673,4.422580581350364,26.67435986443961,22.333715513139094,161.598796603169,13.493672919776502,13.493673,4.422580581350364,26.67435986443961,22.333715513139094,161.598796603169,13.493672919776502,11.990847,4.422580581350364,26.67435986443961,15.727597062314073,116.68273529490627,11.990846605708033,11.088268,4.422580581350364,26.67435986443961,15.727597062314073,116.68273529490627,11.088268136442027,11.088268,4.422580581350364,26.67435986443961,15.727597062314073,116.68273529490627,11.088268136442027,0.0,-1.5028259999999989,-0.9025790000000011,18.211772541130813,243.8154849437209,18.74350502933973,318.63958549877543
00-0034855,Baker Mayfield,TB,17.0,19,16.5373337620045,281.1346739540765,15.345715,2.719482870807961,13.528250858046151,32.13106494566306,225.60847975270696,15.345714840178225,15.345715,2.719482870807961,13.528250858046151,32.13106494566306,225.60847975270696,15.345714840178225,13.36474,2.719482870807961,13.528250858046151,24.422700703023747,167.9661125846682,13.364739548447222,13.36474,2.719482870807961,13.528250858046151,24.422700703023747,167.9661125846682,13.364739548447222,13.36474,2.719482870807961,13.528250858046151,24.422700703023747,167.9661125846682,13.364739548447222,0.0,-1.9809750000000008,0.0,17.601742251445067,248.392109256077,18.283944103382037,310.82704975749465
00-0036442,Joe Burrow,CIN,17.0,20,16.504994937431096,280.58491393632863,14.011576,1.8944483377122696,4.899491474405198,30.808919655067086,220.9734921200879,14.011576389246818,14.011576,1.8944483377122696,4.899491474405198,30.808919655067086,220.9734921200879,14.011576389246818,10.902871,1.8944483377122696,4.899491474405198,17.97066823591866,126.72102877393483,10.902871282340122,9.368662,1.8944483377122696,4.899491474405198,17.97066823591866,126.72102877393483,9.36866223859808,9.368662,1.8944483377122696,4.899491474405198,17.97066823591866,126.72102877393483,9.36866223859808,0.0,-3.1087050000000005,-1.5342089999999988,16.286530513171016,250.98126032106003,18.25169337288613,310.2787873390642
00-0026498,Matthew Stafford,LA,17.0,21,16.466582345970632,279.9318998815007,16.485435,2.0064633369997167,4.781168295094186,36.13910781437401,265.3502771063709,16.485435441024862,16.485435,2.0064633369997167,4.781168295094186,36.13910781437401,265.3502771063709,16.485435441024862,14.198618,2.0064633369997167,4.781168295094186,26.72069987782679,197.67212194980064,14.198618153038739,13.972225,2.0064633369997167,4.781168295094186,26.72069987782679,197.67212194980064,13.972224690738633,13.972225,2.0064633369997167,4.781168295094186,26.72069987782679,197.67212194980064,13.972224690738633,0.0,-2.286816999999999,-0.22639299999999984,17.97209204188962,243.6911149967722,18.338322343122154,311.75147983307664
00-0039150,Bryce Young,CAR,17.0,22,16.2940581116579,276.9989878981843,12.810906,2.940110676138432,11.57778920239155,24.97887721486901,184.09983880046448,12.810906435429645,12.810906,2.940110676138432,11.57778920239155,24.97887721486901,184.09983880046448,12.810906435429645,11.503785,2.940110676138432,11.57778920239155,20.971867748523785,147.11389620981117,11.503785485975651,11.503785,2.940110676138432,11.57778920239155,20.971867748523785,147.11389620981117,11.503785485975651,11.503785,2.940110676138432,11.57778920239155,20.971867748523785,147.11389620981117,11.503785485975651,0.0,-1.3071209999999986,0.0,16.643383657261015,236.1722226375428,18.878139858337725,320.9283775917413
00-0035710,Daniel Jones,IND,17.0,23,16.02561679883558,272.43548558020484,14.673287,2.964057620985912,12.328022503568851,25.50522081255612,209.6029246437961,14.673287270351052,14.673287,2.964057620985912,12.328022503568851,25.50522081255612,209.6029246437961,14.673287270351052,12.556028,2.964057620985912,12.328022503568851,18.714034201679752,146.88656195493144,12.556028200418714,11.042949,2.964057620985912,12.328022503568851,18.714034201679752,146.88656195493144,11.042948815570442,11.042949,2.964057620985912,12.328022503568851,18.714034201679752,146.88656195493144,11.042948815570442,0.0,-2.1172590000000007,-1.5130789999999994,19.382196826152523,238.31540525585945,18.248460023686476,310.22382040267007
00-0040676,Cam Ward,TEN,17.0,24,15.963342296702354,271.37681904394003,11.772639,3.010446771072109,13.949726734774778,26.05599966677511,180.5766984585847,11.772638662875828,11.772639,3.010446771072109,13.949726734774778,26.05599966677511,180.5766984585847,11.772638662875828,10.652963,3.010446771072109,13.949726734774778,22.67362860869361,148.14165114946005,10.652963418228019,10.652963,3.010446771072109,13.949726734774778,22.67362860869361,148.14165114946005,10.652963418228019,10.652963,3.010446771072109,13.949726734774778,22.67362860869361,148.14165114946005,10.652963418228019,0.0,-1.1196760000000001,0.0,14.838275100466015,209.0900178488737,17.071261316982177,290.21144238869704
00-0038128,Malik Willis,MIA,17.0,25,15.921978791821717,270.6736394609692,10.85196,5.828793024557305,30.863738710153694,11.738748056629817,89.00222049438781,10.851960001334167,10.85196,5.828793024557305,30.863738710153694,11.738748056629817,89.00222049438781,10.851960001334167,10.640572,5.828793024557305,30.863738710153694,10.952282679200703,82.81414511709701,10.64057239427167,10.627938,5.828793024557305,30.863738710153694,10.952282679200703,82.81414511709701,10.627938470501089,10.627938,5.828793024557305,30.863738710153694,10.952282679200703,82.81414511709701,10.627938470501089,0.0,-0.21138799999999947,-0.012634000000000256,19.60657058992515,193.4926104946465,19.10620277283411,324.8054471381799
00-0034869,Sam Darnold,SEA,17.0,26,15.40291886557186,261.8496207147216,12.565557,1.5092548181912688,2.5985494164344627,27.237576858907616,194.52089594116467,12.565556627530842,12.565557,1.5092548181912688,2.5985494164344627,27.237576858907616,194.52089594116467,12.565556627530842,11.665588,1.5092548181912688,2.5985494164344627,19.882692036805786,165.7753843931792,11.665588398197016,11.24284,1.5092548181912688,2.5985494164344627,19.882692036805786,165.7753843931792,11.242840435142345,11.24284,1.5092548181912688,2.5985494164344627,19.882692036805786,165.7753843931792,11.242840435142345,0.0,-0.8999690000000005,-0.42274800000000035,17.596410375694155,236.6947694018783,17.213450791401378,292.62866345382344
00-0036264,Jordan Love,GB,17.0,27,14.907088244341123,253.4205001537991,14.675292,2.863657806451861,12.357317223521717,28.88042811751464,204.49888749117827,14.675291662142078,14.675292,2.863657806451861,12.357317223521717,28.88042811751464,204.49888749117827,14.675291662142078,12.963364,2.863657806451861,12.357317223521717,22.09776375324896,154.92671826859436,12.963363756982407,12.390392,2.863657806451861,12.357317223521717,22.09776375324896,154.92671826859436,12.390392039479385,12.390392,2.863657806451861,12.357317223521717,22.09776375324896,154.92671826859436,12.390392039479385,0.0,-1.7119280000000003,-0.572972,18.253112957031465,254.7058836275944,16.43621993153246,279.4157388360518
00-0023459,Aaron Rodgers,PIT,17.0,28,14.279457815227303,242.75078285886417,11.535381,1.7814616461859984,5.156631208018856,30.66021112716896,189.4280804317449,11.535381160943693,11.535381,1.7814616461859984,5.156631208018856,30.66021112716896,189.4280804317449,11.535381160943693,10.061374,1.7814616461859984,5.156631208018856,21.221242781296038,142.58495955482442,10.061373519466782,10.061374,1.7814616461859984,5.156631208018856,21.221242781296038,142.58495955482442,10.061373519466782,10.061374,1.7814616461859984,5.156631208018856,21.221242781296038,142.58495955482442,10.061373519466782,0.0,-1.4740069999999985,0.0,14.908181341327076,212.17506168090927,16.11004779755464,273.87081255842884
00-0030565,Geno Smith,NYJ,17.0,29,13.894005161921262,236.19808775266145,10.744351,1.8133091749486787,7.249914657889874,22.780299248069483,148.7477639569218,10.744351238290172,10.744351,1.8133091749486787,7.249914657889874,22.780299248069483,148.7477639569218,10.744351238290172,9.227257,1.8133091749486787,7.249914657889874,15.999751266123356,100.66177750174585,9.227256584788629,8.368481,1.8133091749486787,7.249914657889874,15.999751266123356,100.66177750174585,8.368481284589565,8.368481,1.8133091749486787,7.249914657889874,15.999751266123356,100.66177750174585,8.368481284589565,0.0,-1.5170940000000002,-0.8587760000000006,16.985911030876313,243.17432203317125,14.483879586280963,246.2259529667764
00-0029604,Kirk Cousins,LV,17.0,30,12.469326072927345,211.97854323976483,8.335414,1.43264658423989,4.074085143196863,24.938113296231776,147.0803457041846,8.335414098258214,8.335414,1.43264658423989,4.074085143196863,24.938113296231776,147.0803457041846,8.335414098258214,6.183796,1.43264658423989,4.074085143196863,12.429057849170173,77.43298585472873,6.183796391354489,6.023673,1.43264658423989,4.074085143196863,12.429057849170173,77.43298585472873,6.0236727670866586,6.023673,1.43264658423989,4.074085143196863,12.429057849170173,77.43298585472873,6.0236727670866586,0.0,-2.151618,-0.16012300000000046,11.472866232578223,145.94305632801573,13.451192284222524,228.6702688317829
00-0040668,Shedeur Sanders,CLE,17.0,31,4.95262104300175,84.19455773102976,6.525356,1.8943794265031333,7.043201897603303,15.76454106190105,104.17374943660346,6.525356073980004,6.525356,1.8943794265031333,7.043201897603303,15.76454106190105,104.17374943660346,6.525356073980004,5.967595,1.8943794265031333,7.043201897603303,13.998329887806033,88.63768669150944,5.96759547448168,5.967595,1.8943794265031333,7.043201897603303,13.998329887806033,88.63768669150944,5.96759547448168,5.967595,1.8943794265031333,7.043201897603303,13.998329887806033,88.63768669150944,5.96759547448168,0.0,-0.5577610000000002,0.0,13.648650499792817,180.83399459306537,0.0,0.0
00-0039917,Michael Penix Jr.,ATL,17.0,32,4.909731638699153,83.4654378578856,8.440874,1.8118374576607876,7.245021977647291,20.6223629454794,143.0797771391938,8.440874251445734,8.440874,1.8118374576607876,7.245021977647291,20.6223629454794,143.0797771391938,8.440874251445734,6.639193,1.8118374576607876,7.245021977647291,13.056782281499055,89.6181881381632,6.639192921194111,6.639193,1.8118374576607876,7.245021977647291,13.056782281499055,89.6181881381632,6.639192921194111,6.639193,1.8118374576607876,7.245021977647291,13.056782281499055,89.6181881381632,6.639192921194111,0.0,-1.8016810000000012,0.0,12.50963215037718,86.23354841582625,0.0,0.0
